index,Car Name,KMs Driven,Fuel Type,Transmission,Ownership,Manufacture,Engine,Seats,car price,CarPrices in Lakhs
4323,Maruti Wagon R LXI BS IV,85232,Petrol,Manual,2,2015,998,5,2.76,2.76
4324,Hyundai Verna 1.6 SX CRDi (O),53416,Diesel,Manual,2,2012,1197,5,3.61,3.61
4325,Jeep Compass 1.4 Longitude Plus AT,78000,Petrol,Automatic,1,2018,1197,5,16.9,16.9
4326,Mahindra XUV500 W8 FWD,91480,Diesel,Manual,1,2012,1197,5,4.46,4.46
4327,Maruti Swift Dzire VDI,55385,Diesel,Manual,1,2017,1197,5,5.7,5.7
4328,Honda City i VTEC V,57264,Petrol,Manual,1,2017,1120,5,6.75,6.75
4329,Mahindra XUV300 W4 Diesel,15220,Diesel,Manual,1,2021,998,5,9.23,9.23
4330,Maruti Wagon R VXI BS IV,34438,Petrol,Manual,2,2014,1364,5,2.62,2.62
4331,Hyundai Grand i10 Sportz,23931,Petrol,Manual,1,2017,1248,5,4.17,4.17
4332,Hyundai Xcent 1.2 Kappa S,32423,Petrol,Manual,2,2014,1197,5,3.55,3.55
4333,Maruti Ignis Sigma,6944,Petrol,Manual,1,2021,799,5,5.16,5.16
4334,Maruti Baleno 1.2 Delta,51906,Petrol,Manual,1,2018,1498,5,5.32,5.32
4335,Hyundai Xcent 1.1 CRDi S Option,55975,Diesel,Manual,2,2015,1197,5,3.71,3.71
4336,Maruti Wagon R AMT VXI,46491,Petrol,Automatic,1,2016,1956,5,3.58,3.58
4337,Toyota Platinum Etios 1.4 GXD,25330,Diesel,Manual,1,2018,1968,5,6.41,6.41
4338,Maruti Swift VDI,86593,Diesel,Manual,2,2012,1197,4,2.88,2.88
4339,Hyundai i20 Asta,76634,Petrol,Manual,2,2010,796,5,2.05,2.05
4340,Renault KWID RXT,37094,Petrol,Manual,2,2018,1461,7,2.82,2.82
4341,Honda Amaze S i-Dtech,94817,Diesel,Manual,2,2014,624,5,3.07,3.07
4342,Hyundai i10 Magna 1.2,78841,Petrol,Manual,4,2009,1196,5,1.37,1.37
4343,Tata Harrier XZ Plus,30193,Diesel,Manual,1,2021,1493,5,18.55,18.55
4344,Audi A4 35 TDI Technology,43900,Diesel,Automatic,1,2019,1396,5,32.8,32.8
4345,Maruti Swift VXI,60548,Petrol,Manual,1,2018,936,5,5.02,5.02
4346,Maruti Alto 800 VXI Optional,7517,Petrol,Manual,1,2019,1197,4,3.17,3.17
4347,Nissan Terrano XV 110 PS,99348,Diesel,Manual,2,2014,1248,5,4.14,4.14
4348,Tata Nano Cx BSII,48977,Petrol,Manual,1,2011,1248,5,53250,0.5325
4349,Ford Aspire 1.2 Ti-VCT Titanium,86754,Petrol,Manual,1,2015,1998,5,3.65,3.65
4350,Mahindra TUV 300 T8,86418,Diesel,Manual,1,2017,1798,5,5.54,5.54
4351,Hyundai Venue SX Opt Diesel BSIV,19540,Diesel,Manual,1,2019,1582,5,10.02,10.02
4352,Chevrolet Beat Diesel LT,76529,Diesel,Manual,1,2013,1199,5,1.26,1.26
4353,Maruti Swift Dzire VXI 1.2,43334,Petrol,Manual,1,2017,1248,5,5.41,5.41
4354,Maruti Swift Dzire VDI,99515,Diesel,Manual,2,2015,1197,5,4.28,4.28
4355,Maruti Vitara Brezza VDi,47264,Diesel,Manual,1,2018,1497,5,6.82,6.82
4356,BMW 6 Series GT 630i Luxury Line 2018-2021,20800,Petrol,Automatic,1,2019,1582,5,55.8,55.8
4357,Audi A4 35 TFSi Premium,32000,Petrol,Automatic,1,2016,1582,5,20.8,20.8
4358,Hyundai Elantra CRDi SX,87995,Diesel,Manual,2,2013,1197,5,5.33,5.33
4359,Honda WR-V i-VTEC S,39283,Petrol,Manual,1,2017,1591,5,5.7,5.7
4360,Maruti Ciaz VDi Plus SHVS,76239,Diesel,Manual,2,2016,998,5,5.48,5.48
4361,Hyundai i20 Sportz,1040,Petrol,Manual,1,2022,1395,5,7.67,7.67
4362,Honda City i-VTEC CVT V,22307,Petrol,Automatic,1,2019,1498,7,9.15,9.15
4363,Hyundai Elantra CRDi SX,55538,Diesel,Manual,2,2013,1248,8,5.33,5.33
4364,Hyundai Verna 1.6 SX,90867,Diesel,Manual,1,2013,998,5,4.14,4.14
4365,Maruti Ignis Sigma,23302,Petrol,Manual,1,2021,2179,5,4.91,4.91
4366,Hyundai Verna VTVT 1.6 SX,38990,Petrol,Manual,2,2018,2179,5,7.48,7.48
4367,Maruti A-Star Vxi,65641,Petrol,Manual,1,2010,1199,5,1.44,1.44
4368,Audi A4 30 TFSI Technology,27000,Petrol,Automatic,2,2018,1497,5,32.8,32.8
4369,Volkswagen Vento 1.5 TDI Comfortline,95129,Diesel,Manual,1,2013,998,5,3.45,3.45
4370,Maruti Swift Dzire ZDI,135969,Diesel,Manual,1,2012,1968,5,3.46,3.46
4371,Maruti Wagon R VXI,23400,Petrol,Manual,3,2020,998,7,5.11,5.11
4372,Mahindra Scorpio S7 140 BSIV,55461,Diesel,Manual,1,2018,1197,5,10.64,10.64
4373,Mahindra Scorpio SLE BSIV,72299,Diesel,Manual,1,2010,1353,5,3.7,3.7
4374,Honda Amaze VX,5362,Petrol,Manual,1,2022,2179,5,8.16,8.16
4375,Honda City GXi,122758,Petrol,Manual,5,2005,1498,6,1.05,1.05
4376,Maruti Wagon R LXI BS IV,66081,Petrol,Manual,1,2012,1197,5,2.15,2.15
4377,Audi A6 35 TDI,85000,Diesel,Automatic,1,2015,1197,7,19.8,19.8
4378,Maruti Wagon R Stingray VXI,131022,Petrol,Manual,1,2015,1198,5,2.82,2.82
4379,Maruti Swift VXI,52580,Petrol,Manual,1,2013,1197,5,2.86,2.86
4380,Kia Seltos GTX Plus DCT,41714,Petrol,Automatic,1,2020,2179,5,16.95,16.95
4381,Mahindra XUV500 W8 FWD,121446,Diesel,Manual,1,2012,1991,5,4.29,4.29
4382,Honda City VX MT,17262,Petrol,Manual,1,2020,814,5,12.12,12.12
4383,Maruti Swift Dzire VXI 1.2,65908,Petrol,Manual,1,2017,1498,5,5.41,5.41
4384,Maruti Swift VXI,7282,Petrol,Manual,1,2020,1248,5,5.98,5.98
4385,Mahindra KUV 100 mFALCON G80 K4,69404,Petrol,Manual,2,2016,1197,5,2.87,2.87
4386,Maruti Swift Dzire VXI,29265,Petrol,Manual,1,2015,1995,5,4.08,4.08
4387,Mahindra XUV500 R W10 FWD,50179,Diesel,Manual,2,2015,799,5,7.95,7.95
4388,Mercedes-Benz GLA Class Urban Edition 200,29774,Petrol,Automatic,1,2019,1248,5,26.46,26.46
4389,Hyundai EON D Lite Plus,77896,Petrol,Manual,2,2012,2143,5,1.61,1.61
4390,Honda City VX CVT,6144,Petrol,Automatic,1,2021,1497,5,13.47,13.47
4391,Maruti Swift VDI BSIV,88559,Diesel,Manual,2,2015,1198,5,4.22,4.22
4392,Hyundai Grand i10 Sportz,51927,Petrol,Manual,2,2016,814,5,3.59,3.59
4393,BMW 3 Series 320d Luxury Line,99000,Diesel,Automatic,1,2015,1197,7,13.5,13.5
4394,Renault KWID RXL,47000,Petrol,Manual,1,2018,1197,5,2.75,2.75
4395,Maruti Baleno 1.3 Sigma,35000,Diesel,Manual,1,2018,1086,5,5.5,5.5
4396,Mercedes-Benz C-Class C 220 CDI BE COR,58000,Diesel,Automatic,1,2013,1248,5,9.75,9.75
4397,Honda City S,48000,Petrol,Manual,1,2012,1197,5,4,4
4398,Honda Amaze VX AT i-Vtech,45000,Petrol,Automatic,1,2014,1998,5,4.75,4.75
4399,Hyundai EON D Lite,60000,Petrol,Manual,2,2012,999,5,1.9,1.9
4400,Hyundai i20 Magna Optional 1.2,23000,Petrol,Manual,1,2014,1396,5,4.65,4.65
4401,Hyundai Grand i10 1.2 Kappa Era,45000,Petrol,Manual,1,2019,1495,5,4.6,4.6
4402,Hyundai i10 Magna 1.1L,45000,Petrol,Manual,1,2014,1198,5,3.25,3.25
4403,Maruti Ertiga VDI,58000,Diesel,Manual,1,2013,1186,5,5.25,5.25
4404,Hyundai i20 1.2 Spotz,48000,Petrol,Manual,1,2018,1199,5,6.25,6.25
4405,BMW 2 Series 220i M Sport,18000,Petrol,Automatic,1,2021,2499,5,40,40
4406,Skoda Kushaq 1.0 TSI Style 6 Airbags AT,16000,Petrol,Automatic,1,2022,2143,5,16.75,16.75
4407,Hyundai i20 Asta 1.4 CRDi,90000,Diesel,Manual,2,2015,1197,5,4.65,4.65
4408,Hyundai Accent GLE,80000,Petrol,Manual,2,2006,1199,5,2.5,2.5
4409,Tata Nexon 1.2 Revotron XZ Plus Dual Tone,140000,Petrol,Manual,1,2018,1461,5,8.3,8.3
4410,Hyundai Grand i10 1.2 CRDi Asta,60000,Diesel,Manual,2,2019,998,5,4,4
4411,Honda WR-V i-VTEC VX,17000,Petrol,Manual,1,2019,2143,5,9,9
4412,Lexus NX 300h,111000,Petrol,Automatic,1,2018,1061,5,42,42
4413,Mercedes-Benz M-Class ML 250 CDI,38000,Diesel,Automatic,2,2015,1248,5,28.5,28.5
4414,Maruti Swift VXI,80000,Petrol,Manual,2,2013,1498,5,3.85,3.85
4415,Honda Amaze V Petrol BSIV,36500,Petrol,Manual,1,2017,1196,5,6,6
4416,Nissan Sunny XE D,55000,Diesel,Manual,2,2018,1497,5,4.25,4.25
4417,Maruti Wagon R VXI Optional,80000,Petrol,Manual,2,2016,796,5,3,3
4418,Mercedes-Benz C-Class C 220 CDI Elegance AT,98000,Diesel,Automatic,2,2010,1198,5,6.2,6.2
4419,Maruti Wagon R LXI Minor,200000,Petrol,Manual,3,2007,796,5,1.98,1.98
4420,Maruti Swift VDI,140000,Diesel,Manual,2,2012,1198,5,3.25,3.25
4421,Volkswagen Vento 1.5 TDI Highline,100000,Diesel,Manual,2,2014,1497,5,3.6,3.6
4422,Maruti Eeco 5 Seater AC BSIV,168000,Petrol,Manual,3,2012,1196,5,2.3,2.3
4423,Kia Seltos HTX IVT G,25000,Petrol,Automatic,1,2021,995,7,15,15
4424,Maruti Alto LX BSIII,120000,Petrol,Manual,4,2009,998,5,1.1,1.1
4425,Honda Amaze E i-VTEC,30000,Petrol,Manual,2,2017,796,7,4.45,4.45
4426,Maruti Alto LX,100000,Petrol,Manual,1,2011,1497,5,1.36,1.36
4427,Nissan Micra Active XL Petrol,80000,Petrol,Manual,1,2016,1461,5,2.5,2.5
4428,Honda City i VTEC VX Option,50000,Petrol,Manual,1,2016,1196,5,10,10
4429,Maruti Eeco CNG 5 Seater AC,40000,Cng,Manual,1,2021,1796,7,2.9,2.9
4430,Chevrolet Spark 1.0 LS,100000,Petrol,Manual,4,2009,1061,5,55000,0.55
4431,Maruti Wagon R VXI Optional,166000,Petrol,Manual,1,2015,1197,5,3,3
4432,Maruti Alto 800 LXI,74000,Petrol,Manual,1,2014,1373,5,1.85,1.85
4433,Honda BR-V i-VTEC E MT,80000,Petrol,Manual,1,2017,1451,5,7,7
4434,Renault Duster 85PS Diesel RxS,60000,Diesel,Manual,2,2019,1197,5,6.5,6.5
4435,Maruti Eeco 7 Seater STD 2020-2022,50000,Petrol,Manual,2,2020,1498,5,4.1,4.1
4436,Mercedes-Benz E-Class E 200 CGI Elegance,70000,Petrol,Automatic,2,2011,1248,5,10,10
4437,Maruti Wagon R LXI Minor,73000,Petrol,Manual,2,2010,1497,5,2.2,2.2
4438,Hyundai i20 1.2 Asta Option,70000,Petrol,Manual,1,2018,1197,5,6.5,6.5
4439,Maruti Ertiga LXI CNG,120000,Cng,Manual,3,2014,1798,7,3.85,3.85
4440,MG Hector Sharp DCT,40000,Petrol,Automatic,1,2021,1248,5,17,17
4441,Hyundai i20 1.2 Asta,50000,Petrol,Manual,1,2018,998,5,6.75,6.75
4442,Honda Amaze SX i-DTEC,70000,Diesel,Manual,2,2015,2179,5,4.7,4.7
4443,Maruti Ciaz ZDi Plus SHVS,70000,Diesel,Manual,2,2015,2967,5,5.9,5.9
4444,Honda City 1.5 V AT,92000,Petrol,Automatic,2,2010,1197,5,3.5,3.5
4445,Hyundai Grand i10 Magna,60000,Petrol,Manual,1,2015,1797,5,4.11,4.11
4446,Skoda Superb Petrol Ambition,45000,Petrol,Manual,3,2012,1197,5,4,4
4447,Tata Manza Aura (ABS) Quadrajet,58000,Diesel,Manual,3,2009,1199,5,1.35,1.35
4448,Maruti Wagon R VXI BS IV,90000,Petrol,Manual,1,2013,1493,5,3.11,3.11
4449,Tata Hexa XM Plus,35000,Diesel,Manual,2,2019,1061,5,13.5,13.5
4450,Audi A6 3.0 TDI quattro,80000,Diesel,Automatic,4,2010,1198,5,5.5,5.5
4451,Hyundai Grand i10 Sportz,80000,Petrol,Manual,2,2014,1197,5,2.89,2.89
4452,Hyundai Elantra SX,200000,Petrol,Manual,2,2012,1298,5,3.41,3.41
4453,Hyundai Grand i10 Sportz,80000,Petrol,Manual,2,2015,1196,5,3.5,3.5
4454,Chevrolet Beat LT,40000,Petrol,Manual,1,2011,1298,5,1.7,1.7
4455,Hyundai Verna SX Opt AT Diesel,32000,Diesel,Automatic,1,2021,1198,5,15.5,15.5
4456,Maruti Wagon R LXI Minor,70000,Petrol,Manual,2,2009,1197,5,1.75,1.75
4457,Mahindra KUV 100 NXT D75 K8 5Str,80000,Diesel,Manual,2,2017,1197,7,3.2,3.2
4458,Maruti Swift Dzire VXI,60000,Petrol,Manual,1,2021,998,5,7,7
4459,Maruti Swift 1.3 VXi,130000,Petrol,Manual,4,2008,1798,4,1.6,1.6
4460,Maruti Eeco 5 STR With AC Plus HTR CNG,100000,Cng,Manual,4,2010,1248,7,1.3,1.3
4461,Maruti Swift Dzire VXi,80000,Petrol,Manual,2,2009,1197,5,2.5,2.5
4462,Nissan Micra XV CVT,80000,Petrol,Automatic,3,2017,624,5,3.08,3.08
4463,Hyundai i20 Sportz,30000,Petrol,Manual,1,2020,1373,5,7.5,7.5
4464,Hyundai i20 1.2 Spotz,30000,Petrol,Manual,1,2018,1461,7,6,6
4465,Maruti Wagon R VXI Minor,90000,Petrol,Manual,2,2011,1248,5,2.5,2.5
4466,Toyota Corolla Altis 1.8 J,120000,Petrol,Manual,4,2008,1196,5,1.45,1.45
4467,Maruti Ertiga SHVS VDI,157000,Diesel,Manual,1,2017,2982,5,7,7
4468,Maruti Wagon R VXI 1.2,50000,Petrol,Manual,3,2020,1199,5,4.25,4.25
4469,Tata Nano LX SE,15000,Petrol,Manual,2,2012,2953,5,60000,0.6
4470,Maruti Ertiga VXI,90000,Petrol,Manual,4,2013,1197,5,4.25,4.25
4471,Renault Pulse RxL,111000,Diesel,Manual,2,2013,1197,5,1.9,1.9
4472,Tata Indica Aqua 1.3 Quadrajet,120000,Diesel,Manual,1,2011,1248,5,1.5,1.5
4473,Maruti Eeco CNG HTR 5-STR,90000,Cng,Manual,4,2016,998,5,3.51,3.51
4474,Toyota Fortuner 4x2 AT,40000,Diesel,Automatic,2,2014,1198,5,15,15
4475,Tata Tiago 1.2 Revotron XZ,110000,Petrol,Manual,1,2018,796,5,4.25,4.25
4476,Ford Endeavour 3.0 4x4 Thunder Plus,210000,Diesel,Manual,1,2008,1197,5,5.8,5.8
4477,Hyundai Grand i10 1.2 Kappa Magna CNG BSIV,80000,Cng,Manual,2,2019,1497,5,5.75,5.75
4478,Maruti Swift Dzire VXI,100000,Petrol,Manual,3,2013,796,5,3.99,3.99
4479,Maruti Swift Dzire VDi,198000,Diesel,Manual,2,2011,999,5,3.25,3.25
4480,Maruti Alto K10 VXI,70000,Petrol,Manual,1,2019,998,5,3.5,3.5
4481,Tata Nexon 1.2 Revotron XZ Plus,100000,Petrol,Manual,1,2020,2143,5,7.5,7.5
4482,Maruti Alto 800 CNG LXI,50000,Cng,Manual,2,2016,799,5,2.35,2.35
4483,Hyundai i20 Era 1.2,90000,Petrol,Manual,1,2014,1086,5,3.8,3.8
4484,Honda City 1.5 V MT,120000,Petrol,Manual,4,2011,1086,7,2.75,2.75
4485,Maruti Alto LXi,90000,Petrol,Manual,3,2012,998,5,1.51,1.51
4486,Hyundai Santro AT,68000,Petrol,Automatic,2,2002,1599,5,1,1
4487,Maruti A-Star Vxi,100000,Petrol,Manual,2,2010,998,5,1.65,1.65
4488,Mercedes-Benz C-Class 220 CDI AT,68551,Diesel,Automatic,1,2013,1248,7,12,12
4489,Renault KWID RXT,20000,Petrol,Manual,1,2021,1984,5,4.5,4.5
4490,Hyundai Santro Xing GL Plus,100000,Petrol,Manual,2,2014,1197,5,2.5,2.5
4491,Hyundai Santro Xing GLS,90000,Petrol,Manual,3,2008,2446,7,1.6,1.6
4492,Maruti Wagon R LXI CNG,90000,Cng,Manual,2,2010,1061,5,1.8,1.8
4493,Hyundai Verna 1.6 Xi ABS,100000,Petrol,Manual,1,2009,2755,5,2,2
4494,Maruti Wagon R VXI BS IV,83000,Petrol,Manual,2,2015,1197,5,3.5,3.5
4495,Maruti Ertiga VDI,120000,Diesel,Manual,2,2014,1248,5,4.5,4.5
4496,Volvo V40 Cross Country D3,50000,Diesel,Automatic,2,2014,1997,5,13,13
4497,Hyundai Grand i10 1.2 Kappa Sportz Option,80000,Petrol,Manual,3,2018,1197,5,4.5,4.5
4498,Toyota Qualis FS B1,120000,Diesel,Manual,3,2001,1493,5,1.75,1.75
4499,Maruti Wagon R LX Minor,60000,Petrol,Manual,2,2007,1498,4,1.25,1.25
4500,Toyota Fortuner 2.8 2WD MT BSIV,114000,Diesel,Manual,1,2017,1199,5,27.01,27.01
4501,Maruti Swift VXI,17000,Petrol,Manual,1,2021,1197,8,6.8,6.8
4502,Maruti Vitara Brezza ZDi Plus Dual Tone,72000,Diesel,Manual,1,2016,1498,7,7.75,7.75
4503,Mahindra Scorpio 1.99 S10,75000,Diesel,Manual,2,2016,1248,5,10,10
4504,Hyundai i20 Asta Option CVT,30000,Petrol,Automatic,1,2020,2184,5,8.2,8.2
4505,Hyundai Creta SX Opt Diesel AT,60000,Diesel,Automatic,1,2020,1497,5,17.75,17.75
4506,Honda Amaze V CVT Diesel BSIV,50000,Diesel,Automatic,1,2019,2494,5,8.75,8.75
4507,Honda Amaze VX CVT,12000,Petrol,Automatic,1,2022,1493,5,9.25,9.25
4508,Maruti Swift VXI Optional,67000,Petrol,Manual,1,2017,1197,5,5.75,5.75
4509,Ford Ecosport 1.5 Diesel Titanium Plus,50000,Diesel,Manual,1,2020,1956,5,10.5,10.5
4510,Maruti Ciaz ZDi Plus SHVS,97000,Diesel,Manual,1,2016,1582,7,6.75,6.75
4511,Mahindra Thar LX 4-Str Hard Top Diesel AT,17000,Diesel,Automatic,1,2021,1497,5,16.5,16.5
4512,Mahindra XUV300 W8 Option Diesel,65000,Diesel,Manual,1,2020,1995,5,10.5,10.5
4513,Toyota Innova 2.5 GX (Diesel) 8 Seater,137000,Diesel,Manual,2,2015,1497,5,8.25,8.25
4514,Mahindra Bolero Power Plus ZLX,48000,Diesel,Manual,1,2017,1396,5,7.5,7.5
4515,Maruti Swift Dzire VXI,13000,Petrol,Manual,1,2020,2755,5,6.75,6.75
4516,MG Hector Sharp Diesel MT,52000,Diesel,Manual,1,2021,1248,5,17.75,17.75
4517,Hyundai Creta 1.6 CRDi SX Plus,68000,Diesel,Manual,2,2017,1493,7,9.75,9.75
4518,Mahindra XUV300 W8 Option Diesel BSIV,82000,Diesel,Manual,1,2019,1248,5,10.25,10.25
4519,Renault Koleos 4X4 MT,120000,Diesel,Manual,1,2016,1995,7,6.2,6.2
4520,Honda City EXi,120000,Petrol,Manual,2,2008,1493,5,2.9,2.9
4521,Hyundai i20 Asta Option Diesel,65000,Diesel,Manual,1,2017,1582,5,6.9,6.9
4522,Toyota Fortuner 2.8 4WD AT,67000,Diesel,Automatic,1,2019,2755,5,37,37
4523,Maruti Ciaz ZDi Plus SHVS,79000,Diesel,Manual,1,2017,1498,5,7.25,7.25
4524,Hyundai Creta SX Opt Diesel,9000,Diesel,Manual,1,2021,2393,5,18.5,18.5
4525,Maruti Swift Dzire VDI,64000,Diesel,Manual,1,2018,1248,5,7.3,7.3
4526,BMW X1 sDrive20d Expedition,18000,Diesel,Automatic,1,2020,1396,5,32,32
4527,Kia Seltos HTX Plus D,38000,Diesel,Manual,1,2022,1956,5,18.25,18.25
4528,Hyundai Verna CRDi 1.6 SX,84000,Diesel,Manual,1,2018,1582,7,8.9,8.9
4529,Toyota Fortuner 2.8 2WD AT BSIV,95000,Diesel,Automatic,1,2017,1197,7,29,29
4530,Honda Amaze VX i DTEC,51000,Diesel,Manual,1,2018,1497,5,7.9,7.9
4531,Toyota Innova Crysta 2.4 ZX MT BSIV,90000,Diesel,Manual,2,2019,1493,7,21,21
4532,Maruti Swift DDiS LDI,65000,Diesel,Manual,1,2019,1198,5,6,6
4533,Hyundai i20 Asta Option 1.4 CRDi,69000,Diesel,Manual,1,2016,3198,5,7,7
4534,Tata Harrier XZA Plus Dark Edition AT,40000,Diesel,Automatic,1,2020,1462,5,21,21
4535,Hyundai Verna 1.6 CRDI AT SX Option,75000,Diesel,Automatic,1,2017,1591,5,9.75,9.75
4536,Hyundai Grand i10 1.2 Kappa Sportz BSIV,65000,Petrol,Manual,1,2018,2198,5,5.5,5.5
4537,Honda City i-VTEC V,43000,Petrol,Manual,1,2019,1956,5,9.5,9.5
4538,Hyundai Creta SX Opt Diesel,23000,Diesel,Manual,1,2021,796,5,18,18
4539,Honda Amaze VX i-VTEC,27000,Petrol,Manual,1,2019,1582,7,7.4,7.4
4540,Ford Endeavour 3.2 Titanium AT 4X4,86000,Diesel,Automatic,1,2016,1196,7,23.5,23.5
4541,Maruti Ertiga ZXI,83000,Petrol,Manual,1,2019,1197,5,10.4,10.4
4542,Hyundai Verna 1.6 SX VTVT AT,44000,Petrol,Automatic,2,2014,796,5,6.5,6.5
4543,Ford Endeavour 2.2 Titanium AT 4X2 Sunroof,110000,Diesel,Automatic,1,2018,999,5,27.5,27.5
4544,Tata Harrier XZA Plus Dark Edition AT,39000,Diesel,Automatic,1,2020,1373,5,21,21
4545,Maruti Alto 800 LXI Opt BSIV,18000,Petrol,Manual,1,2019,1373,5,3.65,3.65
4546,Hyundai Creta 1.6 CRDi AT SX Plus,91000,Diesel,Automatic,1,2017,1498,5,11.9,11.9
4547,Maruti Eeco 5 Seater AC BSIV,104911,Petrol,Manual,1,2019,1199,5,3.58,3.58
4548,Hyundai Grand i10 1.2 Kappa Sportz Option,127509,Petrol,Manual,1,2017,1197,5,4.55,4.55
4549,Maruti Alto 800 LXI,29353,Petrol,Manual,1,2019,1451,5,3.28,3.28
4550,Renault Kiger RXZ Turbo,42859,Petrol,Manual,1,2021,1197,5,8.1,8.1
4551,Maruti Ertiga VXI CNG,106785,Cng,Manual,1,2017,1498,5,6.52,6.52
4552,Maruti Ertiga ZXI,93703,Petrol,Manual,4,2013,1299,5,4.09,4.09
4553,Honda City i DTEC VX,111474,Diesel,Manual,2,2015,1086,5,5.29,5.29
4554,Honda Jazz 1.2 S AT i VTEC,77038,Petrol,Automatic,2,2015,1461,5,4.88,4.88
4555,Maruti Ignis Sigma,13945,Petrol,Manual,1,2021,1086,5,4.83,4.83
4556,MG Hector Sharp DCT,30106,Petrol,Automatic,1,2019,1995,7,16.15,16.15
4557,Maruti Swift Dzire VXI 1.2,84798,Petrol,Manual,1,2020,1197,5,6.15,6.15
4558,Honda City i DTec VX,92696,Diesel,Manual,2,2017,1497,5,6.8,6.8
4559,Ford Ikon 1.3 Flair,80044,Petrol,Manual,1,2009,1197,5,87256,0.87256
4560,Hyundai Santro Xing GL Plus,51974,Petrol,Manual,1,2014,1197,5,2.39,2.39
4561,Renault Fluence Diesel E4,152000,Diesel,Manual,2,2013,2179,5,3.63,3.63
4562,Hyundai Santro Xing GLS,84508,Petrol,Manual,3,2014,796,5,1.84,1.84
4563,BMW X1 sDrive20d,100265,Diesel,Automatic,2,2014,1086,5,10.5,10.5
4564,Hyundai i20 1.2 Asta,69475,Petrol,Manual,2,2018,1582,5,5.68,5.68
4565,Honda City i VTEC CVT VX,79165,Petrol,Automatic,2,2015,1199,5,6.57,6.57
4566,Toyota Etios Liva G,138094,Petrol,Manual,2,2011,799,5,2.14,2.14
4567,Hyundai i20 1.2 Magna Executive,43993,Petrol,Manual,2,2018,998,5,5.18,5.18
4568,Mahindra XUV500 W8 2WD,77494,Diesel,Manual,2,2012,1461,5,4.91,4.91
4569,Maruti Alto 800 LXI,33880,Petrol,Manual,1,2019,1956,5,2.99,2.99
4570,Hyundai i10 Magna 1.1L,98223,Petrol,Manual,2,2012,1198,5,2.23,2.23
4571,Hyundai Verna 1.6 SX,90387,Diesel,Manual,1,2012,998,5,4.16,4.16
4572,Tata Tiago 1.2 Revotron XZ,80176,Petrol,Manual,1,2018,998,5,4.04,4.04
4573,Renault KWID RXL,72685,Petrol,Manual,1,2016,1582,7,2.37,2.37
4574,Maruti Wagon R LXI BS IV,42090,Petrol,Manual,1,2013,999,5,2.39,2.39
4575,Renault Duster 110PS Diesel RxL,111332,Diesel,Manual,2,2013,1086,5,3.5,3.5
4576,MG Hector Sharp Diesel MT BSIV,32744,Diesel,Manual,2,2019,1193,5,15.68,15.68
4577,Nissan Micra XL,47910,Petrol,Manual,3,2011,1248,5,2.07,2.07
4578,Maruti Wagon R VXI BS IV,98466,Petrol,Manual,1,2014,2494,5,2.73,2.73
4579,Maruti Wagon R VXI BS IV,81929,Petrol,Manual,3,2011,1197,5,1.66,1.66
4580,Hyundai Verna 1.6 SX,56538,Diesel,Manual,2,2011,1197,5,3.81,3.81
4581,Renault KWID 1.0 RXL,61432,Petrol,Manual,1,2018,1461,5,2.69,2.69
4582,Hyundai Santro Xing GL Plus,87733,Petrol,Manual,3,2012,1086,5,1.74,1.74
4583,Tata Zest Revotron 1.2T XMS,112991,Petrol,Manual,3,2015,1368,5,2.41,2.41
4584,Maruti Swift Dzire VDI,124628,Diesel,Manual,2,2012,999,5,2.98,2.98
4585,Toyota Innova 2.5 VX (Diesel) 7 Seater,83233,Diesel,Manual,1,2015,998,5,9.57,9.57
4586,Maruti Ignis 1.2 Zeta BSIV,73140,Petrol,Manual,1,2017,1248,5,4.83,4.83
4587,Hyundai i20 1.2 Magna Opt,111437,Petrol,Manual,2,2012,1197,5,2.44,2.44
4588,Nissan Sunny Diesel XV,174529,Diesel,Manual,2,2013,1197,5,2.58,2.58
4589,Hyundai i10 Era,78755,Petrol,Manual,4,2011,1086,5,1.74,1.74
4590,Hyundai Verna VTVT 1.4 E,35336,Petrol,Manual,1,2018,1248,5,6.75,6.75
4591,Renault KWID Climber 1.0 AMT,11755,Petrol,Automatic,1,2019,1798,5,4.29,4.29
4592,Maruti Wagon R LXI BS IV,95891,Petrol,Manual,3,2010,1497,5,1.34,1.34
4593,Maruti Baleno 1.3 Zeta,76502,Diesel,Manual,2,2018,2143,5,5.99,5.99
4594,Maruti Swift Dzire VXI,29526,Petrol,Manual,2,2021,1198,5,6.58,6.58
4595,Hyundai i20 Magna,59650,Petrol,Manual,2,2012,796,5,2.77,2.77
4596,Hyundai Getz 1.1 GVS,122236,Petrol,Manual,5,2009,1495,5,95157,0.95157
4597,Maruti SX4 S Cross Zeta DDiS 200 SH,44641,Diesel,Manual,1,2018,1197,5,7.58,7.58
4598,Skoda Superb Elegance 1.8 TSI AT,77613,Petrol,Automatic,3,2010,1956,5,3.08,3.08
4599,Honda City i VTEC CVT VX,61687,Petrol,Automatic,2,2015,1399,5,6.83,6.83
4600,Mercedes-Benz CLA 200 CDI Sport,144496,Diesel,Automatic,1,2016,1497,5,16.36,16.36
4601,Honda Brio EX MT,149636,Petrol,Manual,3,2013,1197,5,2.11,2.11
4602,Maruti Alto 800 LXI,95489,Petrol,Manual,1,2015,1061,5,1.99,1.99
4603,Hyundai Accent Executive,155835,Petrol,Manual,4,2011,1198,5,1.38,1.38
